spectra,site,site_name,state,plot,species,height,age,height_age,measurement_type,measurement,sample_name,sample_year,sample_type,instrumentation,calibration,wavelengths,column_units,project,pi,affiliation
AK20_ACSM_T_LC_REFL,AK,Adirondacks,New York,AK20,ACSM,T,NA,T,LC,REFL,AK20_ACSM_T,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
AK20_BEAL_M_LC_REFL,AK,Adirondacks,New York,AK20,BEAL,M,NA,M,LC,REFL,AK20_BEAL_M,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
AK20_FRAM_T_LC_REFL,AK,Adirondacks,New York,AK20,FRAM,T,NA,T,LC,REFL,AK20_FRAM_T,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
AK20_OSVI_B_LC_REFL,AK,Adirondacks,New York,AK20,OSVI,B,NA,B,LC,REFL,AK20_OSVI_B,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
AK20_PIST_TN_LC_REFL,AK,Adirondacks,New York,AK20,PIST,T,N,TN,LC,REFL,AK20_PIST_TN,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
AK20_PIST_TO_LC_REFL,AK,Adirondacks,New York,AK20,PIST,T,O,TO,LC,REFL,AK20_PIST_TO,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
AK20_THOC_T2_LC_REFL,AK,Adirondacks,New York,AK20,THOC,T,2,T2,LC,REFL,AK20_THOC_T2,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
AK20_THOC_T3_LC_REFL,AK,Adirondacks,New York,AK20,THOC,T,3,T3,LC,REFL,AK20_THOC_T3,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
AK20_THOC_TN_LC_REFL,AK,Adirondacks,New York,AK20,THOC,T,N,TN,LC,REFL,AK20_THOC_TN,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
AK21_ACSM_T_LC_REFL,AK,Adirondacks,New York,AK21,ACSM,T,NA,T,LC,REFL,AK21_ACSM_T,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
AK21_BEAL_M_LC_REFL,AK,Adirondacks,New York,AK21,BEAL,M,NA,M,LC,REFL,AK21_BEAL_M,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
AK21_BEAL_T_LC_REFL,AK,Adirondacks,New York,AK21,BEAL,T,NA,T,LC,REFL,AK21_BEAL_T,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
AK21_FAGR_B_LC_REFL,AK,Adirondacks,New York,AK21,FAGR,B,NA,B,LC,REFL,AK21_FAGR_B,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
AK21_FAGR_M_LC_REFL,AK,Adirondacks,New York,AK21,FAGR,M,NA,M,LC,REFL,AK21_FAGR_M,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
AK21_TSCA_B2_LC_REFL,AK,Adirondacks,New York,AK21,TSCA,B,2,B2,LC,REFL,AK21_TSCA_B2,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
AK21_TSCA_B3_LC_REFL,AK,Adirondacks,New York,AK21,TSCA,B,3,B3,LC,REFL,AK21_TSCA_B3,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
AK21_TSCA_BN_LC_REFL,AK,Adirondacks,New York,AK21,TSCA,B,N,BN,LC,REFL,AK21_TSCA_BN,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
AK21_TSCA_M2_LC_REFL,AK,Adirondacks,New York,AK21,TSCA,M,2,M2,LC,REFL,AK21_TSCA_M2,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
AK21_TSCA_M3_LC_REFL,AK,Adirondacks,New York,AK21,TSCA,M,3,M3,LC,REFL,AK21_TSCA_M3,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
AK21_TSCA_MN_LC_REFL,AK,Adirondacks,New York,AK21,TSCA,M,N,MN,LC,REFL,AK21_TSCA_MN,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
AK21_TSCA_T2_LC_REFL,AK,Adirondacks,New York,AK21,TSCA,T,2,T2,LC,REFL,AK21_TSCA_T2,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
AK21_TSCA_T3_LC_REFL,AK,Adirondacks,New York,AK21,TSCA,T,3,T3,LC,REFL,AK21_TSCA_T3,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
AK21_TSCA_TN_LC_REFL,AK,Adirondacks,New York,AK21,TSCA,T,N,TN,LC,REFL,AK21_TSCA_TN,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
AK22_ACSM_T_LC_REFL,AK,Adirondacks,New York,AK22,ACSM,T,NA,T,LC,REFL,AK22_ACSM_T,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
AK22_BEAL_T_LC_REFL,AK,Adirondacks,New York,AK22,BEAL,T,NA,T,LC,REFL,AK22_BEAL_T,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
AK22_FAGR_B_LC_REFL,AK,Adirondacks,New York,AK22,FAGR,B,NA,B,LC,REFL,AK22_FAGR_B,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
AK22_FAGR_M_LC_REFL,AK,Adirondacks,New York,AK22,FAGR,M,NA,M,LC,REFL,AK22_FAGR_M,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
AK23_ACSM_T_LC_REFL,AK,Adirondacks,New York,AK23,ACSM,T,NA,T,LC,REFL,AK23_ACSM_T,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
AK23_FAGR_B_LC_REFL,AK,Adirondacks,New York,AK23,FAGR,B,NA,B,LC,REFL,AK23_FAGR_B,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
AK23_FAGR_M_LC_REFL,AK,Adirondacks,New York,AK23,FAGR,M,NA,M,LC,REFL,AK23_FAGR_M,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
AK23_OSVI_B_LC_REFL,AK,Adirondacks,New York,AK23,OSVI,B,NA,B,LC,REFL,AK23_OSVI_B,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
AK23_OSVI_M_LC_REFL,AK,Adirondacks,New York,AK23,OSVI,M,NA,M,LC,REFL,AK23_OSVI_M,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
AK23_TIAM_T_LC_REFL,AK,Adirondacks,New York,AK23,TIAM,T,NA,T,LC,REFL,AK23_TIAM_T,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
AK24_ACSM_T_LC_REFL,AK,Adirondacks,New York,AK24,ACSM,T,NA,T,LC,REFL,AK24_ACSM_T,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
AK24_BEAL_T_LC_REFL,AK,Adirondacks,New York,AK24,BEAL,T,NA,T,LC,REFL,AK24_BEAL_T,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
AK24_FAGR_B_LC_REFL,AK,Adirondacks,New York,AK24,FAGR,B,NA,B,LC,REFL,AK24_FAGR_B,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
AK24_FAGR_M_LC_REFL,AK,Adirondacks,New York,AK24,FAGR,M,NA,M,LC,REFL,AK24_FAGR_M,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
AK24_FRAM_T_LC_REFL,AK,Adirondacks,New York,AK24,FRAM,T,NA,T,LC,REFL,AK24_FRAM_T,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
AK31_ACSM_T_LC_REFL,AK,Adirondacks,New York,AK31,ACSM,T,NA,T,LC,REFL,AK31_ACSM_T,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
AK31_BEAL_T_LC_REFL,AK,Adirondacks,New York,AK31,BEAL,T,NA,T,LC,REFL,AK31_BEAL_T,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
AK31_BEPA_T_LC_REFL,AK,Adirondacks,New York,AK31,BEPA,T,NA,T,LC,REFL,AK31_BEPA_T,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
AK31_FAGR_B_LC_REFL,AK,Adirondacks,New York,AK31,FAGR,B,NA,B,LC,REFL,AK31_FAGR_B,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
AK31_FAGR_T_LC_REFL,AK,Adirondacks,New York,AK31,FAGR,T,NA,T,LC,REFL,AK31_FAGR_T,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
AK46_ACRU_M_LC_REFL,AK,Adirondacks,New York,AK46,ACRU,M,NA,M,LC,REFL,AK46_ACRU_M,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
AK46_ACRU_T_LC_REFL,AK,Adirondacks,New York,AK46,ACRU,T,NA,T,LC,REFL,AK46_ACRU_T,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
AK46_BEAL_M_LC_REFL,AK,Adirondacks,New York,AK46,BEAL,M,NA,M,LC,REFL,AK46_BEAL_M,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
AK46_BEAL_T_LC_REFL,AK,Adirondacks,New York,AK46,BEAL,T,NA,T,LC,REFL,AK46_BEAL_T,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
AK46_FAGR_B_LC_REFL,AK,Adirondacks,New York,AK46,FAGR,B,NA,B,LC,REFL,AK46_FAGR_B,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
AK46_FAGR_M_LC_REFL,AK,Adirondacks,New York,AK46,FAGR,M,NA,M,LC,REFL,AK46_FAGR_M,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
AK57_ABBA_B2_LC_REFL,AK,Adirondacks,New York,AK57,ABBA,B,2,B2,LC,REFL,AK57_ABBA_B2,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
AK57_ABBA_B3_LC_REFL,AK,Adirondacks,New York,AK57,ABBA,B,3,B3,LC,REFL,AK57_ABBA_B3,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
AK57_ABBA_BN_LC_REFL,AK,Adirondacks,New York,AK57,ABBA,B,N,BN,LC,REFL,AK57_ABBA_BN,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
AK57_ABBA_T2_LC_REFL,AK,Adirondacks,New York,AK57,ABBA,T,2,T2,LC,REFL,AK57_ABBA_T2,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
AK57_ABBA_T3_LC_REFL,AK,Adirondacks,New York,AK57,ABBA,T,3,T3,LC,REFL,AK57_ABBA_T3,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
AK57_ABBA_TN_LC_REFL,AK,Adirondacks,New York,AK57,ABBA,T,N,TN,LC,REFL,AK57_ABBA_TN,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
AK57_BEPA_M_LC_REFL,AK,Adirondacks,New York,AK57,BEPA,M,NA,M,LC,REFL,AK57_BEPA_M,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
AK57_BEPA_T_LC_REFL,AK,Adirondacks,New York,AK57,BEPA,T,NA,T,LC,REFL,AK57_BEPA_T,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
AK57_PIRU_B2_LC_REFL,AK,Adirondacks,New York,AK57,PIRU,B,2,B2,LC,REFL,AK57_PIRU_B2,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
AK57_PIRU_B3_LC_REFL,AK,Adirondacks,New York,AK57,PIRU,B,3,B3,LC,REFL,AK57_PIRU_B3,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
AK57_PIRU_BN_LC_REFL,AK,Adirondacks,New York,AK57,PIRU,B,N,BN,LC,REFL,AK57_PIRU_BN,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
AK57_PIRU_MN_LC_REFL,AK,Adirondacks,New York,AK57,PIRU,M,N,MN,LC,REFL,AK57_PIRU_MN,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
AK57_PIRU_T2_LC_REFL,AK,Adirondacks,New York,AK57,PIRU,T,2,T2,LC,REFL,AK57_PIRU_T2,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
AK57_PIRU_T3_LC_REFL,AK,Adirondacks,New York,AK57,PIRU,T,3,T3,LC,REFL,AK57_PIRU_T3,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
AK57_PIRU_TN_LC_REFL,AK,Adirondacks,New York,AK57,PIRU,T,N,TN,LC,REFL,AK57_PIRU_TN,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
AK58_ABBA_B2_LC_REFL,AK,Adirondacks,New York,AK58,ABBA,B,2,B2,LC,REFL,AK58_ABBA_B2,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
AK58_ABBA_B3_LC_REFL,AK,Adirondacks,New York,AK58,ABBA,B,3,B3,LC,REFL,AK58_ABBA_B3,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
AK58_ABBA_BN_LC_REFL,AK,Adirondacks,New York,AK58,ABBA,B,N,BN,LC,REFL,AK58_ABBA_BN,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
AK58_ABBA_T2_LC_REFL,AK,Adirondacks,New York,AK58,ABBA,T,2,T2,LC,REFL,AK58_ABBA_T2,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
AK58_ABBA_T3_LC_REFL,AK,Adirondacks,New York,AK58,ABBA,T,3,T3,LC,REFL,AK58_ABBA_T3,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
AK58_ABBA_TN_LC_REFL,AK,Adirondacks,New York,AK58,ABBA,T,N,TN,LC,REFL,AK58_ABBA_TN,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
AK58_ACRU_B_LC_REFL,AK,Adirondacks,New York,AK58,ACRU,B,NA,B,LC,REFL,AK58_ACRU_B,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
AK58_ACRU_M_LC_REFL,AK,Adirondacks,New York,AK58,ACRU,M,NA,M,LC,REFL,AK58_ACRU_M,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
AK58_ACRU_T_LC_REFL,AK,Adirondacks,New York,AK58,ACRU,T,NA,T,LC,REFL,AK58_ACRU_T,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
AK58_BEAL_B_LC_REFL,AK,Adirondacks,New York,AK58,BEAL,B,NA,B,LC,REFL,AK58_BEAL_B,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
AK58_PIRU_B2_LC_REFL,AK,Adirondacks,New York,AK58,PIRU,B,2,B2,LC,REFL,AK58_PIRU_B2,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
AK58_PIRU_B3_LC_REFL,AK,Adirondacks,New York,AK58,PIRU,B,3,B3,LC,REFL,AK58_PIRU_B3,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
AK58_PIRU_BN_LC_REFL,AK,Adirondacks,New York,AK58,PIRU,B,N,BN,LC,REFL,AK58_PIRU_BN,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
AK58_PIRU_M2_LC_REFL,AK,Adirondacks,New York,AK58,PIRU,M,2,M2,LC,REFL,AK58_PIRU_M2,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
AK58_PIRU_M3_LC_REFL,AK,Adirondacks,New York,AK58,PIRU,M,3,M3,LC,REFL,AK58_PIRU_M3,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
AK58_PIRU_MN_LC_REFL,AK,Adirondacks,New York,AK58,PIRU,M,N,MN,LC,REFL,AK58_PIRU_MN,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
AK58_PIRU_T2_LC_REFL,AK,Adirondacks,New York,AK58,PIRU,T,2,T2,LC,REFL,AK58_PIRU_T2,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
AK58_PIRU_T3_LC_REFL,AK,Adirondacks,New York,AK58,PIRU,T,3,T3,LC,REFL,AK58_PIRU_T3,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
AK58_PIRU_TN_LC_REFL,AK,Adirondacks,New York,AK58,PIRU,T,N,TN,LC,REFL,AK58_PIRU_TN,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
AK61_ABBA_M2_LC_REFL,AK,Adirondacks,New York,AK61,ABBA,M,2,M2,LC,REFL,AK61_ABBA_M2,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
AK61_ABBA_M3_LC_REFL,AK,Adirondacks,New York,AK61,ABBA,M,3,M3,LC,REFL,AK61_ABBA_M3,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
AK61_ABBA_MN_LC_REFL,AK,Adirondacks,New York,AK61,ABBA,M,N,MN,LC,REFL,AK61_ABBA_MN,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
AK61_ABBA_T2_LC_REFL,AK,Adirondacks,New York,AK61,ABBA,T,2,T2,LC,REFL,AK61_ABBA_T2,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
AK61_ABBA_T3_LC_REFL,AK,Adirondacks,New York,AK61,ABBA,T,3,T3,LC,REFL,AK61_ABBA_T3,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
AK61_ABBA_TN_LC_REFL,AK,Adirondacks,New York,AK61,ABBA,T,N,TN,LC,REFL,AK61_ABBA_TN,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
AK61_BEPA_M_LC_REFL,AK,Adirondacks,New York,AK61,BEPA,M,NA,M,LC,REFL,AK61_BEPA_M,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
AK61_BEPA_T_LC_REFL,AK,Adirondacks,New York,AK61,BEPA,T,NA,T,LC,REFL,AK61_BEPA_T,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
BH02_ACRU_B_LC_REFL,BH,Baraboo Hills,Wisconsin,BH02,ACRU,B,NA,B,LC,REFL,BH02_ACRU_B,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
BH02_ACRU_M_LC_REFL,BH,Baraboo Hills,Wisconsin,BH02,ACRU,M,NA,M,LC,REFL,BH02_ACRU_M,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
